,price_forecast,vol_forecast,actual_price,actual_return,realized_vol,price_error,price_error_pct,vol_error
2025-03-19 04:00:00+00:00,212.59214340194714,1.9257149055511797,214.97,1.1885961176252735,1.9143048226541686,2.3778565980528583,1.1061341573488666,-0.011410082897011176
2025-03-20 04:00:00+00:00,215.13408213113294,1.9120092948832932,213.84,-0.5270411677381404,1.1973959131703742,-1.2940821311329387,-0.6051637350977079,-0.714613381712919
2025-03-21 04:00:00+00:00,214.00321962562901,1.711678896555239,218.0,1.9266990958425545,1.2707330315311705,3.996780374370985,1.8333854928307272,-0.4409458650240685
2025-03-24 04:00:00+00:00,218.1663948671302,1.7588773817089443,220.46,1.1221209746080874,1.1326392488215613,2.2936051328698,1.0403724634263811,-0.626238132887383
2025-03-25 04:00:00+00:00,220.6282725339795,1.6533930985163914,223.47,1.3560904321124667,1.0160084141680326,2.841727466020501,1.2716371172956107,-0.6373846843483588
2025-03-26 04:00:00+00:00,223.6405700043926,1.647197682940453,221.26,-0.9938696249530032,1.3228909969544802,-2.3805700043926095,-1.075915214857005,-0.3243066859859729
2025-03-27 04:00:00+00:00,221.4355981515684,1.6259078647090206,223.57,1.0386083515403044,1.2156010207443695,2.134401848431594,0.9546906331044389,-0.4103068439646511
2025-03-28 04:00:00+00:00,223.74743143246022,1.5661641823204533,217.63,-2.6928190996192036,1.862871222212316,-6.117431432460222,-2.810932055534725,0.29670703989186276
2025-03-31 04:00:00+00:00,217.80271728159556,1.795265245751258,221.86,1.9250179184537863,2.0313378595644047,4.057282718404451,1.8287580989833458,0.23607261381314681
2025-04-01 04:00:00+00:00,222.03607432842344,1.8518034661160818,222.92,0.4766410390822706,1.7724767519724385,0.8839256715765487,0.39652147477864197,-0.07932671414364334
2025-04-02 04:00:00+00:00,223.0969155742006,1.7389287527359265,223.61,0.30905002987182684,1.5722437118266788,0.5130844257994056,0.22945504485461543,-0.16668504090924774
2025-04-03 04:00:00+00:00,223.7874631775839,1.6481437358329833,202.94,-9.699309414911728,4.817535367831946,-20.847463177583904,-10.272722567056226,3.1693916319989626
2025-04-04 04:00:00+00:00,203.08560011282614,3.4797655961860907,188.15,-7.567085181149036,5.134055592098455,-14.935600112826137,-7.938134527146498,1.654289995912364
2025-04-07 04:00:00+00:00,188.2849889683071,3.9220980843188196,181.24,-3.741739724050941,4.586697182006387,-7.044988968307081,-3.8871049262343194,0.6645990976875673
2025-04-08 04:00:00+00:00,181.37003136123295,3.425249771893358,172.21,-5.110745748212864,4.180847762582319,-9.160031361232939,-5.319105372064885,0.7555979906889609
2025-04-09 04:00:00+00:00,172.333552751699,3.3911460988686297,198.61,14.262844049389134,10.090480420137041,26.276447248301025,13.230173328785572,6.699334321268411
2025-04-10 04:00:00+00:00,198.75249353704743,5.759982156391188,190.19,-4.3319530317130095,8.985554059900492,-8.56249353704743,-4.5020734723420945,3.2255719035093042
2025-04-11 04:00:00+00:00,190.32645257444764,5.404405612151294,197.91,3.9788809409319725,8.042023727612925,7.583547425552354,3.831816191982393,2.637618115461631
2025-04-14 04:00:00+00:00,198.04715469825618,6.298604534584595,202.27,2.179105666211445,7.094365172808164,4.222845301743831,2.0877269499895346,0.7957606382235687
2025-04-15 04:00:00+00:00,202.41017624585052,5.918275981499709,201.89,-0.1880443942871679,6.049093708516338,-0.5201762458505357,-0.2576532992473801,0.13081772701662953
