,vol_forecast,actual_vol,vol_error,vol_error_pct,vol_error_abs
2025-03-19 04:00:00+00:00,0.5633337639619289,1.4896843177779704,0.9263505538160415,62.18435293712403,0.9263505538160415
2025-03-20 04:00:00+00:00,1.0394177836326821,0.6605481464733929,-0.37886963715928923,-57.35685417967489,0.37886963715928923
2025-03-21 04:00:00+00:00,0.4425976202019138,2.414759215172442,1.9721615949705285,81.67114893191092,1.9721615949705285
2025-03-24 04:00:00+00:00,1.6415601318615776,1.40637008125451,-0.23519005060706766,-16.723197808451207,0.23519005060706766
2025-03-25 04:00:00+00:00,0.911104364240497,1.6996073100449167,0.7885029458044197,46.39324278874638,0.7885029458044197
2025-03-26 04:00:00+00:00,1.120223199107647,1.2456308516020274,0.12540765249438035,10.067802377653974,0.12540765249438035
2025-03-27 04:00:00+00:00,0.8407612605422938,1.3017025301194034,0.46094126957710957,35.41064559003569,0.46094126957710957
2025-03-28 04:00:00+00:00,0.8616452808264488,3.374948246785945,2.513302965959496,74.46937796314307,2.513302965959496
2025-03-31 04:00:00+00:00,2.3920445547721276,2.412652171783795,0.02060761701166758,0.8541478648549381,0.02060761701166758
2025-04-01 04:00:00+00:00,1.6670671981984406,0.5973809527064536,-1.069686245491987,-179.06266355593348,1.069686245491987
2025-04-02 04:00:00+00:00,0.47307788427884906,0.3873367715762335,-0.08574111270261559,-22.136063238638446,0.08574111270261559
2025-04-03 04:00:00+00:00,0.24488857742195239,12.15628161190625,11.911393034484298,97.98549766087929,11.911393034484298
2025-04-04 04:00:00+00:00,8.367803922448935,9.483934835804728,1.1161309133557928,11.768648063059864,1.1161309133557928
2025-04-07 04:00:00+00:00,6.572320243105859,4.689575294307965,-1.8827449487978942,-40.14745111530891,1.8827449487978942
2025-04-08 04:00:00+00:00,3.2447432990116187,6.405369898460357,3.1606265994487384,49.34338921173702,3.1606265994487384
2025-04-09 04:00:00+00:00,4.319956076316027,17.875824085425762,13.555868009109735,75.8335276982385,13.555868009109735
2025-04-10 04:00:00+00:00,11.12166879464541,5.429297976832722,-5.692370817812688,-104.8454301477377,5.692370817812688
2025-04-11 04:00:00+00:00,3.730776772650641,4.9867877339652225,1.2560109613145816,25.186774098280495,1.2560109613145816
2025-04-14 04:00:00+00:00,3.4590922034139524,2.7311039381671818,-0.7279882652467706,-26.655458075876698,0.7279882652467706
2025-04-15 04:00:00+00:00,1.773174461376418,0.23567869780305897,-1.537495763573359,-652.3694240954022,1.537495763573359
2025-04-16 04:00:00+00:00,0.164425569524025,4.976936550695152,4.812510981171127,96.69624943277489,4.812510981171127
2025-04-17 04:00:00+00:00,3.316010509402688,1.738381024377019,-1.577629485025669,-90.75280176801525,1.577629485025669
2025-04-21 04:00:00+00:00,1.0573785532888125,2.4574312935835008,1.4000527402946883,56.97220280177555,1.4000527402946883
2025-04-22 04:00:00+00:00,1.500559463451502,4.197162873517803,2.6966034100663006,64.24824319019514,2.6966034100663006
2025-04-23 04:00:00+00:00,2.8127851894800746,3.0167396929884633,0.20395450350838873,6.760759106343244,0.20395450350838873
2025-04-24 04:00:00+00:00,1.8218687992541223,2.2851145329453435,0.46324573369122124,20.272320140300877,0.46324573369122124
2025-04-25 04:00:00+00:00,1.435974829994083,0.5468403971431262,-0.889134432850957,-162.594870001574,0.889134432850957
2025-04-28 04:00:00+00:00,0.2641870935200723,0.5146104905227986,0.2504233970027263,48.66270735140248,0.2504233970027263
2025-04-29 04:00:00+00:00,0.24889105387043395,0.6373352740050244,0.38844422013459046,60.94817531337959,0.38844422013459046
2025-04-30 04:00:00+00:00,0.6260705345217097,0.7640918948227345,0.13802136030102485,18.063450382894732,0.13802136030102485
2025-05-01 04:00:00+00:00,0.6020073639567578,0.4832912607917922,-0.11871610316496561,-24.564090600452626,0.11871610316496561
2025-05-02 04:00:00+00:00,0.28991033667374977,4.772137847410256,4.4822275107365055,93.92493792208708,4.4822275107365055
2025-05-05 04:00:00+00:00,3.112660636012769,4.011046892074279,0.8983862560615097,22.3977998820382,0.8983862560615097
2025-05-06 04:00:00+00:00,2.487806463090233,0.23366826995171075,-2.2541381931385223,-964.6744907232618,2.2541381931385223
2025-05-07 04:00:00+00:00,0.3664289918402049,1.4368068235023743,1.0703778316621695,74.4969897242697,1.0703778316621695
2025-05-08 04:00:00+00:00,1.1312434116242724,0.7903751618472568,-0.3408682497770157,-43.127399016479956,0.3408682497770157
2025-05-09 04:00:00+00:00,0.6152150376987311,0.6590735230468532,0.04385848534812209,6.654566420050864,0.04385848534812209
2025-05-12 04:00:00+00:00,0.6432145612880591,7.661731358678753,7.018516797390694,91.6048405878984,7.018516797390694
2025-05-13 04:00:00+00:00,5.685552733365179,1.2659846402266222,-4.419568093138556,-349.1012412557719,4.419568093138556
2025-05-14 04:00:00+00:00,0.9861084177200399,0.35366081050187764,-0.6324476072181622,-178.82886326043874,0.6324476072181622
2025-05-15 04:00:00+00:00,0.3221413183234262,0.5205144301859742,0.19837311186254802,38.1109725991019,0.19837311186254802
2025-05-16 04:00:00+00:00,0.35179051345690826,0.11266811862819642,-0.23912239482871184,-212.2360768424768,0.23912239482871184
2025-05-19 04:00:00+00:00,0.1,1.4799805629753593,1.3799805629753592,93.24315450474839,1.3799805629753592
2025-05-20 04:00:00+00:00,1.117402009703673,1.157915628947406,0.04051361924373298,3.498840349927875,0.04051361924373298
2025-05-21 04:00:00+00:00,0.800220279444455,2.923868234275132,2.123647954830677,72.63145205848029,2.123647954830677
