date,actual_price,actual_volatility,forecasted_volatility,forecast_error,forecast_error_pct,ci_lower,ci_upper,ci_width,in_ci,forecast_har_basic,forecast_har_cj,forecast_har_cj_q,forecast_har_log,forecast_garch_best,forecast_regime_switching,forecast_state_space,weight_har_basic,weight_har_cj,weight_har_cj_q,weight_har_log,weight_garch_best,weight_regime_switching,weight_state_space,ticker,window_size,forecast_horizon,data_source,data_quality_score
2025-04-08 04:00:00,239.43,3.5110254304467263,7.115424510651999,-3.6043990802052726,-102.65944099831444,-2.182524605389511,6.077334543570108,8.259859148959618,True,3.4023997838991233,3.453986912488727,3.506030984369426,3.269417102874815,0,0,0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,TSLA,500,10,alpaca,47.83468474751701
2025-04-09 04:00:00,233.29,4.701838113092467,7.159018987746063,-2.457180874653596,-52.26000588602725,-2.201197789402573,6.126159744631843,8.327357534034416,True,3.404359188128619,3.497275685160492,3.5650675744063856,3.2706643956069463,0,0,0,1.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,TSLA,500,10,alpaca,47.83468474751701
2025-04-10 04:00:00,221.86,4.797590110523127,3.5607199188219973,1.2368701917011298,25.78107264703908,-2.200773661916001,6.125247845134824,8.326021507050825,True,3.4061008092820755,3.496109903576053,3.5616872593247955,3.2717616690829594,0,0,0,0.002092648332557016,0.007589698698178049,0.9898886468846045,0.0004229969172247979,2.003055811964793e-06,2.003055811964793e-06,2.003055811964793e-06,TSLA,500,10,alpaca,47.83468474751701
2025-04-11 04:00:00,272.2,4.797518041527836,3.0926549641337924,1.7048630773940432,35.536355728869886,-2.065970645213071,5.741667508211336,7.807638153424406,True,3.414262651460792,3.023586791203881,3.150083702101291,3.277005875727961,0,0,0,0.22559415044492365,0.26292262734560157,0.2958401511244275,0.18172889608089196,0.011304725001385048,0.011304725001385048,0.011304725001385048,TSLA,500,10,alpaca,47.83468474751701
2025-04-12 04:00:00,252.4,4.727745692879094,2.8817758860602485,1.8459698068188457,39.04545478406835,-1.9260170655407218,5.367771953554841,7.293789019095563,True,3.0185338050345205,2.980172949991784,3.038049035737519,3.0093863172855935,0,0,0,0.2245778849559715,0.2589714948082655,0.28905943310047627,0.18406522606537823,0.014441987023302856,0.014441987023302856,0.014441987023302856,TSLA,500,10,alpaca,47.83468474751701
2025-04-13 04:00:00,252.31,4.727745692879094,2.7892136425078253,1.9385320503712689,41.00330635996508,-1.8903511126510557,5.259372801387783,7.149723914038838,True,3.0601216886496934,2.8146415064340378,2.877291716034356,3.0395209994604566,0,0,0,0.2568119305052187,0.22354713276543484,0.25444486936027516,0.21122431161195968,0.01799058525237047,0.01799058525237047,0.01799058525237047,TSLA,500,10,alpaca,47.83468474751701
2025-04-14 04:00:00,252.31,4.72774636260734,2.7550831656386032,1.9726631969687372,41.72523324370596,-1.8807450046906176,5.240611673466528,7.121356678157146,True,2.9776621199028477,2.8919756027958488,2.9096830968850655,2.9802125211319255,0,0,0,0.2479470964832074,0.2232243760645934,0.24856219642994842,0.21742872801888996,0.020945867667787027,0.020945867667787027,0.020945867667787027,TSLA,500,10,alpaca,47.83468474751701
2025-04-15 04:00:00,252.31,4.377330210379139,2.9242201331953126,1.4531100771838261,33.19626364349529,-2.0186058689684327,5.60395972577183,7.622565594740262,True,3.356584723992505,2.966436255455932,2.9859091024825712,3.2398084168808796,0,0,0,0.251289352050514,0.2155023751515682,0.23695428987576897,0.2265405877636309,0.023237798386172605,0.023237798386172605,0.023237798386172605,TSLA,500,10,alpaca,47.83468474751701
2025-04-16 04:00:00,252.35,4.417005015381105,3.0791337639972243,1.3378712513838806,30.289104194472994,-2.131272607673505,5.935554155545923,8.066826763219428,True,3.311874072066377,3.4214554570393583,3.3709913593576974,3.2106645290900317,0,0,0,0.24797326194865166,0.21555062719397083,0.2328503541872807,0.22906290546724617,0.024854283734283545,0.024854283734283545,0.024854283734283545,TSLA,500,10,alpaca,47.83468474751701
2025-04-17 04:00:00,254.11,4.321932891342824,3.0920151316473703,1.2299177596954536,28.45758577508403,-2.135313466889894,5.9469777779134105,8.082291244803304,True,3.322436485129422,3.4252449172056334,3.3757820173905397,3.2173616688567135,0,0,0,0.25583938803325545,0.21141900687405724,0.22696208109626417,0.23362888639413498,0.024050212534096078,0.024050212534096078,0.024050212534096078,TSLA,500,10,alpaca,47.83468474751701
2025-04-18 04:00:00,241.55,4.321483682811716,1.919024339890668,2.4024593429210483,55.593391512192866,-2.1481645797254396,5.986213259506775,8.134377839232215,True,3.366443004656192,3.3856042495529146,3.387138306372358,3.293984818653212,0,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,TSLA,500,10,alpaca,47.83468474751701
2025-04-19 04:00:00,241.37,4.284152649836759,3.20528390365112,1.0788687461856394,25.18278022205273,-2.1289972596727944,5.9331251497757185,8.062122409448513,True,3.382303037807901,3.310597723719208,3.3185558810925233,3.3029909727406013,0,0,0,0.2305403812454297,0.2864354657453215,0.25726973023075855,0.18876524332026792,0.012329726486074048,0.012329726486074048,0.012329726486074048,TSLA,500,10,alpaca,47.83468474751701
2025-04-20 04:00:00,241.37,4.284152649836759,3.7208841059416833,0.563268543895076,13.147723480780696,-2.541111463789644,6.978246380500456,9.5193578442901,True,4.456761720077635,3.324108844848339,3.83213377088274,3.91696787267913,0,0,0,0.2376110514104799,0.2696982698759293,0.2565962232512676,0.19966740505229166,0.012142350136677157,0.012142350136677157,0.012142350136677157,TSLA,500,10,alpaca,47.83468474751701
2025-04-21 04:00:00,241.37,4.38595030298211,4.318912082123958,0.06703822085815148,1.528476526799007,-2.8788012114115933,7.976391761551222,10.855192972962815,True,4.558900945897302,4.599412245001482,4.714415002598762,3.9688387319911502,0,0,0,0.24857966258021472,0.25610796975016714,0.2497186285495198,0.20923970419577254,0.012118011641441967,0.012118011641441967,0.012118011641441967,TSLA,500,10,alpaca,47.83468474751701
2025-04-22 04:00:00,241.37,4.435721977590748,4.346874878850349,0.08884709874039931,2.0029907011587866,-2.8864153047295864,7.998178276737498,10.884593581467085,True,4.575702156780888,4.673781183826566,4.663573284225611,3.978113777194629,0,0,0,0.2767999997420378,0.20807645632585642,0.2597093544338836,0.22539402839594824,0.010006720367424568,0.010006720367424568,0.010006720367424568,TSLA,500,10,alpaca,47.83468474751701
2025-04-23 04:00:00,227.5,4.477828183718401,4.32988619571416,0.1479419880042414,3.3038781734003466,-2.8554320268736464,7.91491060033583,10.770342627209477,True,4.529479059497098,4.668281381046252,4.5545382122879365,3.955876354286356,0,0,0,0.2837603474885488,0.21292163169509457,0.25851931210549256,0.22073123403869044,0.008022491557391287,0.008022491557391287,0.008022491557391287,TSLA,500,10,alpaca,47.83468474751701
2025-04-24 04:00:00,237.97,4.43509673562727,4.332634727057328,0.10246200856994214,2.3102541991217835,-2.840634124194712,7.876754528154916,10.717388652349628,True,4.545142045135815,4.66323869482925,4.454723891099421,3.9633167827962295,0,0,0,0.29037700734559957,0.21572467351897393,0.26138271703217075,0.2125660271266461,0.006649858325536516,0.006649858325536516,0.006649858325536516,TSLA,500,10,alpaca,47.83468474751701
2025-04-25 04:00:00,250.74,4.590772458096684,4.222152748611701,0.36861970948498346,8.029579179749016,-2.7431438287534524,7.620643656128171,10.363787484881623,True,4.534932156534173,4.318296371278419,4.258483739175254,3.959537128823669,0,0,0,0.29744993560139066,0.2185412509621895,0.2674263645386661,0.1996901984120312,0.005630750161907542,0.005630750161907542,0.005630750161907542,TSLA,500,10,alpaca,47.83468474751701
2025-04-26 04:00:00,259.51,4.245469616072405,4.072835006230387,0.17263460984201728,4.066325411644945,-2.642221953186043,7.342598274622409,9.984820227808452,True,4.208006111892809,4.279722771948874,4.1694991937607915,3.794089047424804,0,0,0,0.3023027468503174,0.21935058066975774,0.2733354489348706,0.1903781333861339,0.004877696719640183,0.004877696719640183,0.004877696719640183,TSLA,500,10,alpaca,47.83468474751701
2025-04-27 04:00:00,284.95,4.245469616072405,4.05184791071795,0.19362170535445422,4.560666377671047,-2.616989263558889,7.277342907160495,9.894332170719384,True,4.229168392835059,4.183916374601058,4.091132207153362,3.807020778016141,0,0,0,0.31540446478130524,0.22313426654691723,0.27189269080952805,0.17652261458244445,0.004348654426601644,0.004348654426601644,0.004348654426601644,TSLA,500,10,alpaca,47.83468474751701
2025-04-28 04:00:00,284.95,4.245784711259759,2.3666163819061126,1.8791683293536465,44.259623536024314,-2.6595211619894137,7.392753925801639,10.052275087791052,True,4.1725863306461735,4.343456403788,4.199945648442116,3.8503262904665005,0,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,TSLA,500,10,alpaca,47.83468474751701
2025-04-29 04:00:00,284.95,4.2391952220808,4.170157924791568,0.06903729728923125,1.6285472518376838,-2.6442682240480546,7.352714044983351,9.996982269031406,True,4.161348269475846,4.30536468474365,4.166469433252268,3.8463779858017775,0,0,0,0.9236016461751554,0.06477735806573692,0.010303450249119769,0.001276695245880337,1.3616754702539232e-05,1.3616754702539232e-05,1.3616754702539232e-05,TSLA,500,10,alpaca,47.83468474751701
2025-04-30 04:00:00,285.88,4.199133241350557,4.169689854342663,0.02944338700789384,0.7011777268211674,-2.637677401888481,7.332325971474809,9.97000337336329,True,4.115914129790817,4.303931993892604,4.1881288446058145,3.8232950252629165,0,0,0,0.5984809068983038,0.255553244429285,0.13577478980102886,0.009904476270196064,9.552753372872663e-05,9.552753372872663e-05,9.552753372872663e-05,TSLA,500,10,alpaca,47.83468474751701
2025-05-01 04:00:00,292.03,2.6652495624778196,4.182941525369321,-1.5176919628915013,-56.943709296796165,-2.6367421267922677,7.3296181760467025,9.96636030283897,True,4.110735202459218,4.3025809160845965,4.190027608297145,3.8217224455495593,0,0,0,0.4771343112080925,0.3223257882858157,0.18881407262177674,0.011408403944957856,0.00010580797978572368,0.00010580797978572368,0.00010580797978572368,TSLA,500,10,alpaca,47.83468474751701
