Date,Open,High,Low,Close,Volume,Name
2024-04-16,24.511,24.511,24.2106,24.2106,827,UBR
2024-04-17,24.52,24.52,24.2633,24.2633,933,UBR
2024-04-18,24.02,24.33,23.93,24.217,1139,UBR
2024-04-19,24.69,25.29,24.69,25.2,643,UBR
2024-04-22,25.77,25.77,25.77,25.77,405,UBR
2024-04-23,24.88,26.15,24.88,25.9,1757,UBR
2024-04-24,25.55,25.56,25.55,25.56,646,UBR
2024-04-25,25.3341,25.3341,25.3341,25.3341,2,UBR
2024-04-26,26.3,26.5517,26.3,26.4832,944,UBR
2024-04-29,26.74,26.88,26.74,26.8746,590,UBR
2024-04-30,25.661,25.6712,25.661,25.6712,317,UBR
2024-05-01,25.55,26.15,25.5,25.8369,567,UBR
2024-05-02,26.7,27,26.7,26.7818,1510,UBR
2024-05-03,27.7709,27.7709,27.7709,27.7709,1066,UBR
2024-05-06,27.3,28.03,27.3,27.75,1876,UBR
2024-05-07,28.12,28.427,27.9905,27.9905,7093,UBR
2024-05-08,27.88,27.98,27.88,27.9077,1250,UBR
2024-05-09,27.02,27.02,27.02,27.02,351,UBR
2024-05-10,26.5748,26.5748,26.5748,26.5748,126,UBR
2024-05-13,26.5201,26.791,26.5201,26.791,533,UBR
2024-05-14,26.9512,27.0938,26.9512,27.0143,1338,UBR
2024-05-15,26.36,26.5875,26.36,26.5875,652,UBR
2024-05-16,26.5718,26.6489,26.511,26.6453,2031,UBR
2024-05-17,26.6355,26.6355,26.6355,26.6355,194,UBR
2024-05-20,26.5028,26.5028,26.5028,26.5028,1,UBR
2024-05-21,26.1746,26.1746,26.1746,26.1746,45,UBR
2024-05-22,25.32,25.55,25.14,25.14,776,UBR
2024-05-23,25.11,25.11,24.83,24.859,1491,UBR
2024-05-24,24.87,24.87,24.4487,24.4487,914,UBR
2024-05-28,24.8,24.91,24.25,24.3372,3564,UBR
2024-05-29,23.55,23.55,23.41,23.52,1045,UBR
2024-05-30,23.77,23.8137,23.7501,23.8137,1323,UBR
2024-05-31,23.09,23.09,23.0151,23.0151,291,UBR
2024-06-03,22.8,23.241,22.8,23.0236,1173,UBR
2024-06-04,22.49,22.51,22.4,22.4459,1978,UBR
2024-06-05,22.501,22.501,22.3,22.4037,747,UBR
2024-06-06,23,23.3499,23,23.3155,1729,UBR
2024-06-07,22.5,22.59,21.601,21.6157,4805,UBR
2024-06-10,21.01,21.59,21.01,21.46,2599,UBR
2024-06-11,21.75,21.75,21.65,21.7247,743,UBR
2024-06-12,21.545,21.545,20.67,20.7213,2188,UBR
2024-06-13,20.83,20.83,20.83,20.83,428,UBR
2024-06-14,20.66,21.1,20.66,20.6974,1596,UBR
2024-06-17,20.459,20.459,20.3225,20.3225,892,UBR
2024-06-18,20.7944,20.7944,20.4482,20.4482,697,UBR
2024-06-20,21.27,21.32,20.49,20.49,2217,UBR
2024-06-21,20.81,21.0433,20.81,21.0433,545,UBR
2024-06-24,21.96,21.96,21.801,21.8389,1199,UBR
2024-06-25,21.45,21.45,21.1801,21.1818,1092,UBR
2024-06-26,20.35,20.5744,20.35,20.5744,2495,UBR
2024-06-27,20.9,21.1228,20.9,21.1228,2021,UBR
2024-06-28,20.25,20.7999,20.25,20.4531,1654,UBR
